dataset_id,query,case,seed,status,expected_profile
job_t64,4c,1,17,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed17_run1.json
job_t64,4c,2,17,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed17_run1.json
job_t64,4c,3,17,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed17_run1.json
job_t64,4c,4,17,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed17_run1.json
job_t64,4c,1,18,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed18_run1.json
job_t64,4c,2,18,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed18_run1.json
job_t64,4c,3,18,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed18_run1.json
job_t64,4c,4,18,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed18_run1.json
job_t64,4c,1,19,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed19_run1.json
job_t64,4c,2,19,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed19_run1.json
job_t64,4c,3,19,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed19_run1.json
job_t64,4c,4,19,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed19_run1.json
